analytics_avg_percentage_viewed,analytics_avg_view_duration,analytics_avg_view_duration_seconds,analytics_card_clicks,analytics_card_shown,analytics_comments,analytics_ctr,analytics_dislikes,analytics_end_screen_clicks,analytics_end_screen_shown,analytics_engagement_rate,analytics_impressions,analytics_like_rate,analytics_likes,analytics_net_subscribers,analytics_retention_rate,analytics_share_rate,analytics_shares,analytics_subscribers_gained,analytics_subscribers_lost,analytics_unique_viewers,analytics_views,analytics_views_per_impression,analytics_views_per_viewer,analytics_watch_time_hours,artist_name,channel_title,comment_count,days_since_published,difficulty,duration_seconds,duration_text,growth_rate,is_short,like_count,published_at,published_date,published_day_of_week,published_hour,published_is_weekend,published_time,release_date,release_status,song_name,source,support_rate,tags,taiko_id,video_id,video_title,view_count,view_count_diff,view_count_updated
86.72,0:00:16,16,0,0,0,1.41,0,0,0,0.62,5621,100.0,8,0,28.05,0.0,0,0,0,0,1300,0.2313,0.0,3.782,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,8,"Mar 28, 2024",2024-03-28,3,8,0,08:00:21,,,【W／X／Y - Tani Yuuki】たいこで叩いてみた｜たいこでヒットソング#shorts #WXY #taniyuuki  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,SNFhfnvhLlQ,【W／X／Y - Tani Yuuki】たいこで叩いてみた｜たいこでヒットソング#shorts #WXY #taniyuuki  #たいこでヒットソング,1293,7,1300
67.51,0:00:12,12,0,0,0,2.17,1,0,0,0.62,7043,88.89,8,1,36.33,0.077,1,1,0,0,1298,0.1843,0.0,3.1799,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,8,"Mar 27, 2024",2024-03-27,2,8,0,08:00:28,,,【愛包ダンスホール - HIMEHINA】たいこで叩いてみた｜たいこでヒットソング#shorts #愛包ダンスホール #himehina  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,swD1U9JKsHk,【愛包ダンスホール - HIMEHINA】たいこで叩いてみた｜たいこでヒットソング#shorts #愛包ダンスホール #himehina  #たいこでヒットソング,1294,4,1298
85.96,0:00:16,16,0,0,0,2.25,1,0,0,0.95,6409,92.31,12,2,31.54,0.0794,1,2,0,0,1260,0.1966,0.0,3.8281,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,12,"Mar 26, 2024",2024-03-26,1,9,0,09:05:27,,,【すっきちゅーの! - HoneyWorks feat.かぴ】たいこで叩いてみた｜たいこでヒットソング#shorts #すきっちゅーの  #honeyworks #かぴ  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,e6F2J3Fxnjw,【すっきちゅーの! - HoneyWorks feat.かぴ】たいこで叩いてみた｜たいこでヒットソング#shorts #すきっちゅーの  #honeyworks #かぴ  #たいこでヒットソング,1255,5,1260
64.92,0:00:12,12,0,0,1,1.22,1,0,0,0.5,5587,80.0,4,0,25.25,0.0,0,0,0,0,1008,0.1804,0.0,2.2263,たいこでヒットソング,たいこでヒットソング,2,0,,19,19.0,0,True,4,"Mar 21, 2024",2024-03-21,3,8,0,08:00:23,,,【宿命 - Official髭男dism】たいこで叩いてみた｜たいこでヒットソング#shorts #宿命 #Official髭男dism #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,QeejvtkwIhc,【宿命 - Official髭男dism】たいこで叩いてみた｜たいこでヒットソング#shorts #宿命 #Official髭男dism #たいこでヒットソング,1005,3,1008
66.95,0:00:12,12,0,0,0,1.28,1,0,0,1.28,6419,95.0,19,5,21.59,0.0,0,6,1,0,1481,0.2307,0.0,3.6885,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,19,"Mar 20, 2024",2024-03-20,2,3,0,03:00:01,,,【DEAR MY LOVER - Hey!Say!JUMP】たいこで叩いてみた｜たいこでヒットソング#shorts #DEARMYLOVER #heysayjump  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,3zUPsJlfz3I,【DEAR MY LOVER - Hey!Say!JUMP】たいこで叩いてみた｜たいこでヒットソング#shorts #DEARMYLOVER #heysayjump  #たいこでヒットソング,1477,4,1481
61.76,0:00:11,11,0,0,0,0.76,0,0,0,0.9,7545,100.0,9,2,18.0,0.0,0,2,0,0,1003,0.1329,0.0,2.0142,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,9,"Mar 19, 2024",2024-03-19,1,8,0,08:00:21,,,【青春フォトグラフ - Little Glee Monster】たいこで叩いてみた｜たいこでヒットソング#shorts #青春フォトグラフ #littlegleemonster #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,hqZR_SnMl5g,【青春フォトグラフ - Little Glee Monster】たいこで叩いてみた｜たいこでヒットソング#shorts #青春フォトグラフ #littlegleemonster #たいこでヒットソング,1001,2,1003
61.42,0:00:11,11,0,0,0,0.74,1,0,0,0.43,5907,83.33,5,1,22.3,0.0,0,1,0,0,1156,0.1957,0.0,2.4805,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,5,"Mar 18, 2024",2024-03-18,0,8,0,08:00:12,,,【栞 - クリープハイプ】たいこで叩いてみた｜たいこでヒットソング#shorts #栞 #クリープハイプ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Fkv57ZUmygk,【栞 - クリープハイプ】たいこで叩いてみた｜たいこでヒットソング#shorts #栞 #クリープハイプ #たいこでヒットソング,1152,4,1156
66.65,0:00:12,12,0,0,0,1.47,0,0,0,0.89,6331,100.0,10,3,24.67,0.0,0,4,1,0,1125,0.1777,0.0,2.662,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,10,"Mar 17, 2024",2024-03-17,6,3,1,03:00:33,,,【YELL - いきものがかり】たいこで叩いてみた｜たいこでヒットソング#shorts #YELL #いきものがかり #たいこでヒットソング #卒業ソング #卒業 #卒業おめでとう,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,m7Mmx5ooyyo,【YELL - いきものがかり】たいこで叩いてみた｜たいこでヒットソング#shorts #YELL #いきものがかり #たいこでヒットソング #卒業ソング #卒業 #卒業おめでとう,1121,4,1125
73.48,0:00:13,13,0,0,2,2.4,1,0,0,0.68,9733,90.91,10,2,43.59,0.0,0,3,1,0,1754,0.1802,0.0,5.2614,たいこでヒットソング,たいこでヒットソング,2,0,,19,19.0,0,True,10,"Mar 16, 2024",2024-03-16,5,3,1,03:00:08,,,【旅立ちの日に - たんぽぽ合唱団】たいこで叩いてみた｜たいこでヒットソング#shorts #旅立ちの日に #卒業ソング #卒業 #卒業式 #卒業おめでとう  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,GMiRAYeM8-E,【旅立ちの日に - たんぽぽ合唱団】たいこで叩いてみた｜たいこでヒットソング#shorts #旅立ちの日に #卒業ソング #卒業 #卒業式 #卒業おめでとう  #たいこでヒットソング,1750,4,1754
68.63,0:00:13,13,0,0,0,1.51,1,0,0,0.61,5442,85.71,6,1,25.52,0.0,0,1,0,0,986,0.1812,0.0,2.3366,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,6,"Mar 15, 2024",2024-03-15,4,8,0,08:00:30,,,【3月9日 - レミオロメン】たいこで叩いてみた｜たいこでヒットソング#shorts #3月9日 #マカロニえんぴつ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,bZBQ83KXT_I,【3月9日 - レミオロメン】たいこで叩いてみた｜たいこでヒットソング#shorts #3月9日 #マカロニえんぴつ #たいこでヒットソング,984,2,986
71.65,0:00:13,13,0,0,0,1.34,2,0,0,0.72,7140,80.0,8,2,22.34,0.0,0,2,0,0,1104,0.1546,0.0,2.6931,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,8,"Mar 15, 2024",2024-03-15,4,8,0,08:00:20,,,【Good Luck! - SixTONES】たいこで叩いてみた｜たいこでヒットソング#shorts #goodluck  #sixtones  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,ddZE5K_j76I,【Good Luck! - SixTONES】たいこで叩いてみた｜たいこでヒットソング#shorts #goodluck  #sixtones  #たいこでヒットソング,1100,4,1104
61.11,0:00:11,11,0,0,0,1.7,1,0,0,0.53,5404,80.0,4,0,18.44,0.0,0,0,0,0,761,0.1408,0.0,1.3395,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,4,"Mar 13, 2024",2024-03-13,2,9,0,09:07:03,,,【ヒロイン - back number】たいこで叩いてみた｜たいこでヒットソング#shorts #ヒロイン #backnumber  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,8l_emD8pLVE,【ヒロイン - back number】たいこで叩いてみた｜たいこでヒットソング#shorts #ヒロイン #backnumber  #たいこでヒットソング,758,3,761
60.07,0:00:11,11,0,0,0,1.16,0,0,0,1.11,4652,100.0,11,2,28.28,0.0,0,3,1,0,990,0.2128,0.0,2.1249,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,11,"Mar 12, 2024",2024-03-12,1,8,0,08:00:07,,,【ガチやべぇじゃん - P丸様。 feat.ななもり。】たいこで叩いてみた｜たいこでヒットソング#shorts #ガチやべぇじゃん #P丸様 #ななもりくん #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,ICqN_jSWT3o,【ガチやべぇじゃん - P丸様。 feat.ななもり。】たいこで叩いてみた｜たいこでヒットソング#shorts #ガチやべぇじゃん #P丸様 #ななもりくん #たいこでヒットソング,986,4,990
70.41,0:00:13,13,0,0,0,2.41,0,0,0,1.18,5322,100.0,13,2,26.68,0.0,0,2,0,0,1105,0.2076,0.0,2.7822,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,13,"Mar 11, 2024",2024-03-11,0,8,0,08:00:00,,,【おかえりらぶっ！ - すとぷり】たいこで叩いてみた｜たいこでヒットソング#shorts #おかえりらぶっ #すとぷり #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,0fMRHmBPBFs,【おかえりらぶっ！ - すとぷり】たいこで叩いてみた｜たいこでヒットソング#shorts #おかえりらぶっ #すとぷり #たいこでヒットソング,1098,7,1105
66.79,0:00:12,12,0,0,1,1.39,1,0,0,1.39,5327,92.86,13,2,22.83,0.0,0,2,0,0,1008,0.1892,0.0,2.3729,たいこでヒットソング,たいこでヒットソング,1,0,,19,19.0,0,True,13,"Mar 10, 2024",2024-03-10,6,3,1,03:00:06,,,【魂のルフラン - 高橋洋子】たいこで叩いてみた｜たいこでヒットソング#shorts #魂のルフラン #高橋洋子 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Aqn7ECQe7nQ,【魂のルフラン - 高橋洋子】たいこで叩いてみた｜たいこでヒットソング#shorts #魂のルフラン #高橋洋子 #たいこでヒットソング,1004,4,1008
64.98,0:00:12,12,0,0,1,0.96,2,0,0,0.75,5598,75.0,6,0,21.79,0.0,0,1,1,0,933,0.1667,0.0,2.0589,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,6,"Mar 9, 2024",2024-03-09,5,3,1,03:00:16,,,【Start over! - 櫻坂46】たいこで叩いてみた｜たいこでヒットソング#shorts #startover  #櫻坂46 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,ZK3vw9nY48I,【Start over! - 櫻坂46】たいこで叩いてみた｜たいこでヒットソング#shorts #startover  #櫻坂46 #たいこでヒットソング,930,3,933
58.58,0:00:11,11,0,0,0,0.76,0,0,0,0.6,4583,100.0,5,1,26.18,0.0,0,1,0,0,839,0.1831,0.0,1.7393,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,4,"Mar 8, 2024",2024-03-08,4,8,0,08:00:35,,,【光の中へ - 結束バンド】たいこで叩いてみた｜たいこでヒットソング#shorts #光の中へ #結束バンド #ぼっちざろっく  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,tP7HY62ESSw,【光の中へ - 結束バンド】たいこで叩いてみた｜たいこでヒットソング#shorts #光の中へ #結束バンド #ぼっちざろっく  #たいこでヒットソング,837,2,839
58.15,0:00:11,11,0,0,0,1.01,1,0,0,0.63,5245,83.33,5,1,20.1,0.0,0,1,0,0,794,0.1514,0.0,1.4666,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,5,"Mar 7, 2024",2024-03-07,3,9,0,09:49:07,,,【愛の花 - あいみょん】たいこで叩いてみた｜たいこでヒットソング#shorts #愛の花 #あいみょん #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,zUR8g9HVI3s,【愛の花 - あいみょん】たいこで叩いてみた｜たいこでヒットソング#shorts #愛の花 #あいみょん #たいこでヒットソング,792,2,794
74.18,0:00:13,13,0,0,0,1.5,0,0,0,0.39,4935,100.0,2,1,16.65,0.0,0,1,0,0,507,0.1027,0.0,0.7351,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,2,"Mar 7, 2024",2024-03-07,3,8,0,08:00:36,,,【I Wish - なにわ男子】たいこで叩いてみた｜たいこでヒットソング#shorts #iwish  #なにわ男子 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,ymdglfC8HUM,【I Wish - なにわ男子】たいこで叩いてみた｜たいこでヒットソング#shorts #iwish  #なにわ男子 #たいこでヒットソング,504,3,507
63.24,0:00:12,12,0,0,0,1.45,1,0,0,1.58,5298,91.67,11,1,26.75,0.0,0,2,1,0,697,0.1316,0.0,1.382,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,10,"Mar 6, 2024",2024-03-06,2,8,0,08:00:21,,,【ただ君に晴れ - ヨルシカ】たいこで叩いてみた｜たいこでヒットソング#shorts #ただ君に晴れ #ヨルシカ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,KcJMP7ogh1Q,【ただ君に晴れ - ヨルシカ】たいこで叩いてみた｜たいこでヒットソング#shorts #ただ君に晴れ #ヨルシカ #たいこでヒットソング,693,4,697
69.89,0:00:13,13,0,0,0,1.37,0,0,0,1.59,4948,100.0,14,1,30.53,0.0,0,1,0,0,880,0.1778,0.0,2.1544,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,14,"Mar 5, 2024",2024-03-05,1,8,0,08:00:16,,,【寝起きヤシの木 - ゆこぴ】たいこで叩いてみた｜たいこでヒットソング#shorts #寝起きヤシの木 #ゆこぴ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,bOqHBhLdNW8,【寝起きヤシの木 - ゆこぴ】たいこで叩いてみた｜たいこでヒットソング#shorts #寝起きヤシの木 #ゆこぴ #たいこでヒットソング,875,5,880
128.01,0:00:24,24,0,0,0,1.14,2,0,0,0.34,4296,50.0,2,0,22.02,0.0,0,0,0,0,597,0.139,0.0,2.0267,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,2,"Mar 5, 2024",2024-03-05,1,8,0,08:00:07,,,【乙女解剖 - DECO*27】たいこで叩いてみた｜たいこでヒットソング#shorts #乙女解剖 #deco27 #初音ミク #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,7R7c8gd4yTA,【乙女解剖 - DECO*27】たいこで叩いてみた｜たいこでヒットソング#shorts #乙女解剖 #deco27 #初音ミク #たいこでヒットソング,587,10,597
57.57,0:00:10,10,0,0,0,0.91,0,0,0,0.73,4285,100.0,4,2,15.27,0.0,0,2,0,0,545,0.1272,0.0,0.6714,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,4,"Mar 4, 2024",2024-03-04,0,8,0,08:00:33,,,【Melody - 8LOOM】たいこで叩いてみた｜たいこでヒットソング#shorts #melody  #8loom  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,rJ5y4aLCfeE,【Melody - 8LOOM】たいこで叩いてみた｜たいこでヒットソング#shorts #melody  #8loom  #たいこでヒットソング,538,7,545
67.08,0:00:12,12,0,0,0,2.0,0,0,0,1.68,6006,100.0,12,0,29.88,0.0,0,0,0,0,713,0.1187,0.0,1.4557,たいこでヒットソング,たいこでヒットソング,0,0,,19,19.0,0,True,12,"Mar 4, 2024",2024-03-04,0,8,0,08:00:16,,,【晩餐歌 - tuki.】たいこで叩いてみた｜たいこでヒットソング#shorts #晩餐歌 #tuki #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,bZ7gLr91Foo,【晩餐歌 - tuki.】たいこで叩いてみた｜たいこでヒットソング#shorts #晩餐歌 #tuki #たいこでヒットソング,707,6,713
57.63,0:00:10,10,0,0,0,1.34,0,0,0,0.42,4922,100.0,2,0,13.75,0.0,0,0,0,0,478,0.0971,0.0,0.4906,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,2,"Feb 23, 2024",2024-02-23,4,3,0,03:00:25,,,【逆光 - ウタ(Ado)】たいこで叩いてみた｜たいこでヒットソング#shorts #逆光 #ウタ #ado #vaundy  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,PZPQ-bfDppM,【逆光 - ウタ(Ado)】たいこで叩いてみた｜たいこでヒットソング#shorts #逆光 #ウタ #ado #vaundy  #たいこでヒットソング,474,4,478
98.52,0:00:17,17,0,0,8,4.3,30,0,0,0.68,403205,91.33,316,100,60.64,0.0167,8,104,4,0,47851,0.1187,0.0,166.5989,たいこでヒットソング,たいこでヒットソング,7,0,,18,18.0,0,True,314,"Feb 22, 2024",2024-02-22,3,8,0,08:00:03,,,【ネクタリン - マカロニえんぴつ】たいこで叩いてみた｜たいこでヒットソング#shorts #ネクタリン #マカロニえんぴつ #天才てれびくん #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,57uzmWlMGsw,【ネクタリン - マカロニえんぴつ】たいこで叩いてみた｜たいこでヒットソング#shorts #ネクタリン #マカロニえんぴつ #天才てれびくん #たいこでヒットソング,47509,342,47851
68.13,0:00:12,12,0,0,0,0.83,0,0,0,1.05,4960,100.0,6,0,16.15,0.0,0,0,0,0,569,0.1147,0.0,0.8684,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,6,"Feb 21, 2024",2024-02-21,2,8,0,08:00:27,,,【NEW Smile - JO1】たいこで叩いてみた｜たいこでヒットソング#shorts #newsmile  #jo1  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,mmOtIVDoPwY,【NEW Smile - JO1】たいこで叩いてみた｜たいこでヒットソング#shorts #newsmile  #jo1  #たいこでヒットソング,565,4,569
58.05,0:00:10,10,0,0,0,0.41,1,0,0,0.79,4873,85.71,6,1,20.4,0.0,0,1,0,0,759,0.1558,0.0,1.42,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,6,"Feb 20, 2024",2024-02-20,1,8,0,08:00:19,,,【バイオレンス - 女王蜂】たいこで叩いてみた｜たいこでヒットソング#shorts #バイオレンス #女王蜂 #チェンソーマン #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Jr2qs0W5EHg,【バイオレンス - 女王蜂】たいこで叩いてみた｜たいこでヒットソング#shorts #バイオレンス #女王蜂 #チェンソーマン #たいこでヒットソング,757,2,759
68.37,0:00:12,12,0,0,0,0.86,0,0,0,0.43,5611,100.0,5,1,24.71,0.0,0,2,1,0,1154,0.2057,0.0,2.723,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,5,"Feb 19, 2024",2024-02-19,0,9,0,09:08:16,,,【ショコラカタブラ - Ado】たいこで叩いてみた｜たいこでヒットソング#shorts #ショコラカタブラ #ado  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,4VxBIzGVrHU,【ショコラカタブラ - Ado】たいこで叩いてみた｜たいこでヒットソング#shorts #ショコラカタブラ #ado  #たいこでヒットソング,1149,5,1154
71.43,0:00:12,12,0,0,2,2.44,2,0,0,1.11,14933,89.47,17,1,30.95,0.0,0,4,3,0,1715,0.1148,0.0,4.7039,たいこでヒットソング,たいこでヒットソング,2,0,,18,18.0,0,True,17,"Feb 19, 2024",2024-02-19,0,8,0,08:00:12,,,【W - Snow Man】たいこで叩いてみた｜たいこでヒットソング#shorts #W #snowman  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,QqvqquXmS_0,【W - Snow Man】たいこで叩いてみた｜たいこでヒットソング#shorts #W #snowman  #たいこでヒットソング,1709,6,1715
71.82,0:00:12,12,0,0,0,1.3,2,0,0,0.77,4386,84.62,11,4,32.6,0.0,0,4,0,0,1430,0.326,0.0,4.1713,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,10,"Feb 18, 2024",2024-02-18,6,3,1,03:00:21,,,【ロマンスの神様 - 広瀬香美】たいこで叩いてみた｜たいこでヒットソング#shorts #ロマンスの神様  #広瀬香美 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,bzKyNC-MRF8,【ロマンスの神様 - 広瀬香美】たいこで叩いてみた｜たいこでヒットソング#shorts #ロマンスの神様  #広瀬香美 #たいこでヒットソング,1423,7,1430
81.68,0:00:14,14,0,0,0,0.76,1,0,0,0.49,4576,80.0,4,2,26.84,0.0,0,2,0,0,817,0.1785,0.0,2.2326,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,4,"Feb 17, 2024",2024-02-17,5,3,1,03:00:34,,,【NIGHT DANCER - imase】たいこで叩いてみた｜たいこでヒットソング#shorts #nightdancer  #imase  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,sPDNtcXFHMs,【NIGHT DANCER - imase】たいこで叩いてみた｜たいこでヒットソング#shorts #nightdancer  #imase  #たいこでヒットソング,817,,
68.0,0:00:12,12,0,0,0,0.68,2,0,0,0.82,4268,86.67,13,5,33.98,0.0,0,7,2,0,1590,0.3725,0.0,4.4958,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,13,"Feb 16, 2024",2024-02-16,4,8,0,08:00:27,,,【燈 - 崎山 蒼志】たいこで叩いてみた｜たいこでヒットソング#shorts #燈 #崎山蒼志  #呪術廻戦 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,qsyHDSV1P4Y,【燈 - 崎山 蒼志】たいこで叩いてみた｜たいこでヒットソング#shorts #燈 #崎山蒼志  #呪術廻戦 #たいこでヒットソング,1588,2,1590
74.5,0:00:13,13,0,0,0,1.95,0,0,0,0.58,8100,100.0,9,1,30.43,0.0,0,2,1,0,1563,0.193,0.0,4.5552,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,9,"Feb 15, 2024",2024-02-15,3,8,0,08:00:18,,,【おひとりさま天国 - 乃木坂46】たいこで叩いてみた｜たいこでヒットソング#shorts #おひとりさま天国 #乃木坂46 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,cV9Vx7-exaE,【おひとりさま天国 - 乃木坂46】たいこで叩いてみた｜たいこでヒットソング#shorts #おひとりさま天国 #乃木坂46 #たいこでヒットソング,1559,4,1563
77.94,0:00:14,14,0,0,4,3.92,7,0,0,0.95,9634,81.58,31,7,45.15,0.0,0,8,1,0,3685,0.3825,0.0,12.6817,たいこでヒットソング,たいこでヒットソング,8,0,,18,18.0,0,True,31,"Feb 14, 2024",2024-02-14,2,8,0,08:00:01,,,【青春チョコレート - すとぷり】たいこで叩いてみた｜たいこでヒットソング#shorts #青春チョコレート #すとぷり #バレンタイン #ハッピーバレンタイン #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,41d5o0FoiNE,【青春チョコレート - すとぷり】たいこで叩いてみた｜たいこでヒットソング#shorts #青春チョコレート #すとぷり #バレンタイン #ハッピーバレンタイン #たいこでヒットソング,3675,10,3685
60.12,0:00:10,10,0,0,0,0.76,0,0,0,0.8,4606,100.0,5,1,23.93,0.0,0,2,1,0,623,0.1353,0.0,1.1562,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,5,"Feb 13, 2024",2024-02-13,1,8,0,08:00:17,,,【ビターチョコデコレーション - syudou】たいこで叩いてみた｜たいこでヒットソング#shorts #ビターチョコデコレーション #syudou  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,gRaJhuwwI8c,【ビターチョコデコレーション - syudou】たいこで叩いてみた｜たいこでヒットソング#shorts #ビターチョコデコレーション #syudou  #たいこでヒットソング,620,3,623
63.38,0:00:11,11,0,0,1,1.43,1,0,0,0.62,5729,87.5,7,1,33.18,0.0,0,2,1,0,1284,0.2241,0.0,3.3458,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Feb 12, 2024",2024-02-12,0,3,0,03:00:16,,,【ラムのラブソング - 松谷祐子】たいこで叩いてみた｜たいこでヒットソング#shorts #ラムのラブソング #松谷祐子 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,_mumnU4fTBM,【ラムのラブソング - 松谷祐子】たいこで叩いてみた｜たいこでヒットソング#shorts #ラムのラブソング #松谷祐子 #たいこでヒットソング,1284,,
77.13,0:00:13,13,0,0,0,2.61,1,0,0,1.58,9826,95.24,20,5,31.43,0.1577,2,6,1,0,1268,0.129,0.0,3.7039,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,20,"Feb 11, 2024",2024-02-11,6,3,1,03:00:25,,,【I Wish - なにわ男子】たいこで叩いてみた｜たいこでヒットソング#shorts #iwish  #なにわ男子 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,svQepnbsw4k,【I Wish - なにわ男子】たいこで叩いてみた｜たいこでヒットソング#shorts #iwish  #なにわ男子 #たいこでヒットソング,1267,1,1268
76.78,0:00:13,13,0,0,1,1.03,7,0,0,0.61,4932,61.11,11,2,39.47,0.0,0,4,2,0,1956,0.3966,0.0,6.4159,たいこでヒットソング,たいこでヒットソング,1,0,,18,18.0,0,True,11,"Feb 10, 2024",2024-02-10,5,3,1,03:00:34,,,【魔法少女とチョコレゐト - ピノキオピー】たいこで叩いてみた｜たいこでヒットソング#shorts #魔法少女とチョコレゐト  #ピノキオピー  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,oKJ0oPzD3HE,【魔法少女とチョコレゐト - ピノキオピー】たいこで叩いてみた｜たいこでヒットソング#shorts #魔法少女とチョコレゐト  #ピノキオピー  #たいこでヒットソング,1952,4,1956
71.15,0:00:12,12,0,0,0,1.74,0,0,0,1.31,8026,100.0,8,1,24.52,0.0,0,1,0,0,609,0.0759,0.0,1.2687,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,8,"Feb 9, 2024",2024-02-09,4,8,0,08:00:40,,,【キュン - 日向坂46】たいこで叩いてみた｜たいこでヒットソング#shorts #キュン #日向坂46 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,yccPTa_6pvY,【キュン - 日向坂46】たいこで叩いてみた｜たいこでヒットソング#shorts #キュン #日向坂46 #たいこでヒットソング,611,,
